PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,genre
-4.134698491605329,-6.052978598563164,-0.26563552877253205,-0.0007141694545068551,0.5540275101771581,-0.2551375387107183,-0.6989392593431641,0.9142101021950658,-0.04731162828134194,0.2997012824965305,-0.0307593803540307,-0.08671304219366449,-0.5335549979712733,-0.9045373718178173,0.7265960815187454,-0.8411130580960522,0.5971440869233312,-0.07171190025872426,-0.11516758762732672,0.651747577112823,0.222628553673845,-0.4023831237608162,0.4112561551023532,-0.9448804329186652,0.2718934038810995,-0.8181636295097996,0.02876765273065185,-0.6041865520777031,0.7572469753352848,0.21413939336621424,0.1732377993353241,0.250173324654768,-0.09872021756895903,-0.09092766806947226,-0.1174657390163723,hiphop
1.4140382163932426,-4.63594156115313,0.6586791290792483,0.021468240213262095,0.5780323558444966,-1.6329917253030017,-1.0827753391917752,-0.18579795464640675,-1.5278842451633576,0.8195806329595375,0.3386422854443221,0.846651814829006,0.1512951615634877,0.19118730316995808,0.2481046472183116,0.7813762949685585,-1.1052059811124777,-0.9897112875375738,0.4760664508677449,-0.24455290787575082,0.36478280051805956,-0.11998462742687484,-0.09989383866000763,0.8783424484766507,-0.865441775128199,0.4671253676084453,-0.0003397309369481129,0.07218007228048849,-1.2334751977420981,0.7415844221372896,-0.7623550373237542,0.11645635773377856,-0.04105927437897571,0.7437042381938388,0.19161576869799668,reggae
-3.206811699833085,-4.9404348653016505,-1.4563371089042212,-2.3430960277552004,0.736357526196885,1.7254415347439584,-1.0682863197336063,0.26583067237344415,0.1192673997950901,0.03541961440910431,-1.0531741999010695,0.3205157578592315,0.1545245560260753,-0.7442698096450217,0.9446757251187602,-0.5933489051301146,1.061292186443572,-1.0201929502873404,-0.1710725165734731,0.2054748785916965,0.1208144289622608,-0.07310296153468791,-0.9561837204899803,-0.6337679116218533,-0.02577611226930759,0.7489248723379136,-0.21452717775063043,-0.4874974074372836,0.42405055578566875,-0.06939865072521183,-0.020682795983087907,0.2128020441884301,0.09959233532330569,-0.010758282748357089,0.9335425910620463,hiphop
3.658238872860427,-1.2880584212417536,-1.699050905901402,-0.17636033934543152,-3.448153742179016,0.778324943204409,-0.778526417982404,-1.2197449718901379,-0.7315114967830031,-1.1358619618687162,0.03930437462908975,-0.4465905135779306,-1.8182552215173837,0.47875882012427756,-0.08478988347299596,-0.8763995212144005,-0.34581521023118655,2.168732838051961,0.7308179689405985,1.6491358055436036,1.9230138741647087,-1.909321994215317,-0.20210667202083343,1.1377713520833668,0.06861422670892002,-0.7205703834975021,1.2819441736527872,0.30208190947974967,0.6561632211951031,-0.9614814637350265,0.5146586065724901,-0.660847198462685,-1.1504222002699394,-0.04878113492708107,-0.9853545196075462,country
-4.465597588361798,4.7509119889065765,0.1897020667503787,0.541907741749846,-1.3762693665916952,1.8648851858988569,0.0424321786126321,-1.5268427247321235,-0.44298251013066103,-1.502163420190791,0.5391289183267941,1.1125342707012102,2.3450896491301507,0.40324160035640066,-1.707513369935006,0.09537223860516894,-0.39918401956191946,0.4916916995069064,0.06730973141783947,0.7724319109144915,0.03533628486354801,0.08831080894865469,-0.22734636486337637,-0.34469729327580845,0.16072809462328516,-0.6845362096039791,0.3712404094434653,0.6170130223785039,-0.14680893551526153,0.040954336721410044,-0.2526167366948122,-0.42281553194197347,-0.08278808461770608,-0.0770145707876495,-0.40569555564586296,metal
4.217965086278038,-0.2973794097591232,1.6280243926227478,-0.4186952188589465,1.6222111559817278,4.073760196375716,-0.2702510286130593,-1.3011578130051633,0.4279162888494661,-0.4521021815934386,0.5263915782319067,2.105953700400507,0.1609727448544455,-0.44093244478518423,0.5035343968535747,0.8231741183471987,-1.445064353186618,0.4375956423344197,-0.6207575836016068,-0.20200754754034694,1.1789889526115649,0.6876912073564496,1.4115010094109066,0.32779827330223094,0.8196966952618536,-1.4446537389933016,-0.1627158810498923,0.42373804896311773,-0.3115346686656968,-0.002534606530532149,-0.1533201638200848,-0.31717061388109935,-0.1682810325286475,-0.5769369260626156,0.35365995242610115,blues
2.6511530879382956,-1.026090378109023,-2.577139011575944,-1.9322828891012767,3.0489704420868406,1.0828220690071086,0.38467648255739617,2.7094894126262434,-1.4027104259596652,-1.3737543977545772,1.2033097128760477,-3.6114974507709277,0.38618392704458787,1.2282080453653925,-0.09945711915335044,1.4117482835337714,-0.7062857418133199,-0.28629857201912257,-1.4275511245188852,0.3812956689245054,-0.6011208949739871,-0.17937412647251708,-0.16185009811971446,-0.2470094773178294,0.25601903421250705,0.8261927256535869,-0.08391311884979674,-0.5710035224306851,0.29739965542372476,-0.8178627675753555,1.5676833427113546,-0.07130396977277541,-0.09685895999637935,-0.9818612915955685,-0.04886093191232441,country
2.035792366489488,3.2435011122153408,0.3209329763576656,-1.3852293985637547,0.9194754897039169,1.2135994990782195,-1.1465918976627918,0.31391244352152486,0.40521086713217863,-0.800150440887229,0.5685403695744692,-1.6401465789638188,0.9931714075386897,0.048554584537091605,1.2856693061408586,-0.875184856164383,-0.28316583364546954,-0.2866702535584973,-0.7383769550001075,0.17090800757069127,0.6696052650833463,-0.8185499283740256,-0.29683440655425714,-0.7216453496689679,0.11863599875600223,1.0059193907585737,-0.256753261142465,0.9717241312007451,-0.7622950021116791,0.5329879036897811,0.16838917981327825,-0.2891212011722951,0.20824775077222285,-0.31585255831056525,0.30415382075100883,rock
2.649133726647807,0.22683044314474726,-1.3756151064322555,-3.3099960203379277,1.14300200305481,0.6423751375083241,0.8334186677892458,-0.6476137220633555,-0.913229758569411,0.28540680003413954,-0.33527556277974085,-0.17390578574932847,-1.9848031704983942,0.4144647548235429,-0.4955451155690508,0.7743793643586303,0.36747754559731977,-1.2038523449326988,0.8603438473926668,0.06754268184452672,-1.9902182836930173,0.29390678384818614,-0.11334635863778228,0.19801154594732562,1.4199550199109239,0.3609352354703479,-0.9493139203250761,0.41739071708137193,0.05522313444191992,0.8829686678803463,0.7459743811166225,0.0905629370180587,0.5908433798333533,-0.9405774555736507,-0.59175471966831,jazz
4.637625750485071,-0.16851489435514735,2.7298755459493558,-0.01669683971153499,-0.8378628798140213,-0.797230053001115,0.013884845711748339,2.197385060984416,0.04348409987214307,0.4106305559589854,-0.37687613049988766,-1.777619034397843,-0.18042134179878444,-0.9449693083810393,-1.0211062255652261,0.309431104648296,-0.2776060542220991,0.4099495084764975,1.5672432401414536,0.26207523732118776,-0.4568340842884252,0.13416963255442754,-0.503460054241232,-2.004884510449862,0.09065302418584215,0.6548642840128968,-0.7970115983040351,0.48105880300457693,0.22203727948046897,-0.23516957750903877,-1.160532784141759,-0.05597121666232852,-0.6496201908773622,-1.3346750173190807,-0.8883627099645758,country
